subject,survey,order,judgment,item,condition,zscores,dependency,island,structure,distance,sent,tree,score
A162XXPF5DXJIF,4.1,44,2,RC.np.non.lg.08,RC.np.non.lg,-1.079236441,RC,NP,non,long,I called teammate who the coach claimed that Dennis pushed.,(C-mat-decl (T-past (lv-tr (I) (call (the (teammate (C-rel (T-past (lv-tr (the (coach)) (claim (that (T-past (lv-tr (D-e (Dennis)) (push (who))))))))))))))),0.2713284605717578
A1835XBNR2UB4X,4.4,36,3,RC.np.non.lg.07,RC.np.non.lg,-0.557510113,RC,NP,non,long,I like the new doctor who the nurse recommended that Susan should see.,(C-mat-decl (T-pres (lv-tr (I) (like (the (new_doctor (C-rel (T-past (lv-tr (the (nurse)) (recommend (that (should (lv-tr (D-e (Susan)) (see (who))))))))))))))),0.38563680237882564
A1835XBNR2UB4X,4.4,52,5,RC.np.non.lg.03,RC.np.non.lg,0.581233948,RC,NP,non,long,I agree with the principal who the teacher recommended that Stan should talk to.,(C-mat-decl (T-pres (lv-tr (I) (agree (with (the (principal (C-rel (T-past (lv-tr (the (teacher)) (recommend (that (should (lv-tr (D-e (Stan)) (talk (to (who))))))))))))))))),0.6351314864108657
A18N2MIANG9MND,4.2,10,4,RC.np.non.lg.05,RC.np.non.lg,-0.432522175,RC,NP,non,long,I spoke to the criminal who the detective heard that Lilly could identify.,(C-mat-decl (T-past (lv-tr (I) (speak (to (the (criminal (C-rel (T-past (lv-tr (the (detective)) (hear (that (could (lv-tr (D-e (Lilly)) (identify (who)))))))))))))))),0.41302120521974306
A18N2MIANG9MND,4.2,23,4,RC.np.non.lg.01,RC.np.non.lg,-0.432522175,RC,NP,non,long,I know the boat captain who the fisherman heard that Laura is dating.,(C-mat-decl (T-pres (lv-tr (I) (know (the (boat_captain (C-rel (T-past (lv-tr (the (fisherman)) (hear (that (T-pres (Prog (lv-tr (D-e (Laura)) (date (who)))))))))))))))),0.41302120521974306
A19P3BIPW6UMQ9,4.1,17,2,RC.np.non.lg.04,RC.np.non.lg,-0.835646756,RC,NP,non,long,I believe the customer who the employee claimed that Amy insulted.,(C-mat-decl (T-pres (lv-tr (I) (believe (the (customer (C-rel (T-past (lv-tr (the (employee)) (claim (that (T-past (lv-tr (D-e (Amy)) (insult (who))))))))))))))),0.32469807502153114
A19P3BIPW6UMQ9,4.1,44,2,RC.np.non.lg.08,RC.np.non.lg,-0.835646756,RC,NP,non,long,I called teammate who the coach claimed that Dennis pushed.,(C-mat-decl (T-past (lv-tr (I) (call (the (teammate (C-rel (T-past (lv-tr (the (coach)) (claim (that (T-past (lv-tr (D-e (Dennis)) (push (who))))))))))))))),0.32469807502153114
A1CE3DR200PXSS,4.4,36,6,RC.np.non.lg.07,RC.np.non.lg,0.606038173,RC,NP,non,long,I like the new doctor who the nurse recommended that Susan should see.,(C-mat-decl (T-pres (lv-tr (I) (like (the (new_doctor (C-rel (T-past (lv-tr (the (nurse)) (recommend (that (should (lv-tr (D-e (Susan)) (see (who))))))))))))))),0.6405660019363298
A1CE3DR200PXSS,4.4,52,5,RC.np.non.lg.03,RC.np.non.lg,0.207547319,RC,NP,non,long,I agree with the principal who the teacher recommended that Stan should talk to.,(C-mat-decl (T-pres (lv-tr (I) (agree (with (the (principal (C-rel (T-past (lv-tr (the (teacher)) (recommend (that (should (lv-tr (D-e (Stan)) (talk (to (who))))))))))))))))),0.5532581044785992
A1EWQ6YCM8CO0E,4.3,13,4,RC.np.non.lg.06,RC.np.non.lg,0.130348162,RC,NP,non,long,I trust the stock broker who the accountant suggested that Ralph should contact.,(C-mat-decl (T-pres (lv-tr (I) (trust (the (stock_broker (C-rel (T-past (lv-tr (the (accountant)) (suggest (that (should (lv-tr (D-e (Ralph)) (contact (who))))))))))))))),0.5363440498258436
A1EWQ6YCM8CO0E,4.3,33,4,RC.np.non.lg.02,RC.np.non.lg,0.130348162,RC,NP,non,long,I trust the waiter who the chef suggested that Rebecca should hire.,(C-mat-decl (T-pres (lv-tr (I) (trust (the (waiter (C-rel (T-past (lv-tr (the (chef)) (suggest (that (should (lv-tr (D-e (Rebecca)) (hire (who))))))))))))))),0.5363440498258436
A1G308BMFISNUS,4.4,36,2,RC.np.non.lg.07,RC.np.non.lg,-0.617589618,RC,NP,non,long,I like the new doctor who the nurse recommended that Susan should see.,(C-mat-decl (T-pres (lv-tr (I) (like (the (new_doctor (C-rel (T-past (lv-tr (the (nurse)) (recommend (that (should (lv-tr (D-e (Susan)) (see (who))))))))))))))),0.37247360124334555
A1G308BMFISNUS,4.4,52,5,RC.np.non.lg.03,RC.np.non.lg,0.915736331,RC,NP,non,long,I agree with the principal who the teacher recommended that Stan should talk to.,(C-mat-decl (T-pres (lv-tr (I) (agree (with (the (principal (C-rel (T-past (lv-tr (the (teacher)) (recommend (that (should (lv-tr (D-e (Stan)) (talk (to (who))))))))))))))))),0.7084197424929753
A1HAVPMOU2M5PY,4.2,10,6,RC.np.non.lg.05,RC.np.non.lg,0.693936622,RC,NP,non,long,I spoke to the criminal who the detective heard that Lilly could identify.,(C-mat-decl (T-past (lv-tr (I) (speak (to (the (criminal (C-rel (T-past (lv-tr (the (detective)) (hear (that (could (lv-tr (D-e (Lilly)) (identify (who)))))))))))))))),0.6598242325706157
A1HAVPMOU2M5PY,4.2,23,5,RC.np.non.lg.01,RC.np.non.lg,0.181491116,RC,NP,non,long,I know the boat captain who the fisherman heard that Laura is dating.,(C-mat-decl (T-pres (lv-tr (I) (know (the (boat_captain (C-rel (T-past (lv-tr (the (fisherman)) (hear (that (T-pres (Prog (lv-tr (D-e (Laura)) (date (who)))))))))))))))),0.547549285124713
A1LTRUIMP3O0HG,4.3,13,7,RC.np.non.lg.06,RC.np.non.lg,1.058425119,RC,NP,non,long,I trust the stock broker who the accountant suggested that Ralph should contact.,(C-mat-decl (T-pres (lv-tr (I) (trust (the (stock_broker (C-rel (T-past (lv-tr (the (accountant)) (suggest (that (should (lv-tr (D-e (Ralph)) (contact (who))))))))))))))),0.7396823372201102
A1LTRUIMP3O0HG,4.3,33,5,RC.np.non.lg.02,RC.np.non.lg,0.108810059,RC,NP,non,long,I trust the waiter who the chef suggested that Rebecca should hire.,(C-mat-decl (T-pres (lv-tr (I) (trust (the (waiter (C-rel (T-past (lv-tr (the (chef)) (suggest (that (should (lv-tr (D-e (Rebecca)) (hire (who))))))))))))))),0.5316251297570833
A1P8F5UBH6KAU2,4.1,17,2,RC.np.non.lg.04,RC.np.non.lg,-0.605448308,RC,NP,non,long,I believe the customer who the employee claimed that Amy insulted.,(C-mat-decl (T-pres (lv-tr (I) (believe (the (customer (C-rel (T-past (lv-tr (the (employee)) (claim (that (T-past (lv-tr (D-e (Amy)) (insult (who))))))))))))))),0.3751337181264359
A1P8F5UBH6KAU2,4.1,44,1,RC.np.non.lg.08,RC.np.non.lg,-1.074182482,RC,NP,non,long,I called teammate who the coach claimed that Dennis pushed.,(C-mat-decl (T-past (lv-tr (I) (call (the (teammate (C-rel (T-past (lv-tr (the (coach)) (claim (that (T-past (lv-tr (D-e (Dennis)) (push (who))))))))))))))),0.27243576461574864
A1Q8L9UA8SAPIQ,4.3,13,6,RC.np.non.lg.06,RC.np.non.lg,0.964067679,RC,NP,non,long,I trust the stock broker who the accountant suggested that Ralph should contact.,(C-mat-decl (T-pres (lv-tr (I) (trust (the (stock_broker (C-rel (T-past (lv-tr (the (accountant)) (suggest (that (should (lv-tr (D-e (Ralph)) (contact (who))))))))))))))),0.7190089651384162
A1Q8L9UA8SAPIQ,4.3,33,4,RC.np.non.lg.02,RC.np.non.lg,-0.207457602,RC,NP,non,long,I trust the waiter who the chef suggested that Rebecca should hire.,(C-mat-decl (T-pres (lv-tr (I) (trust (the (waiter (C-rel (T-past (lv-tr (the (chef)) (suggest (that (should (lv-tr (D-e (Rebecca)) (hire (who))))))))))))))),0.4623320349755796
A1VVTOMG4O0TIE,4.4,36,5,RC.np.non.lg.07,RC.np.non.lg,0.331209476,RC,NP,non,long,I like the new doctor who the nurse recommended that Susan should see.,(C-mat-decl (T-pres (lv-tr (I) (like (the (new_doctor (C-rel (T-past (lv-tr (the (nurse)) (recommend (that (should (lv-tr (D-e (Susan)) (see (who))))))))))))))),0.5803520335220944
A1VVTOMG4O0TIE,4.4,52,3,RC.np.non.lg.03,RC.np.non.lg,-0.510241625,RC,NP,non,long,I agree with the principal who the teacher recommended that Stan should talk to.,(C-mat-decl (T-pres (lv-tr (I) (agree (with (the (principal (C-rel (T-past (lv-tr (the (teacher)) (recommend (that (should (lv-tr (D-e (Stan)) (talk (to (who))))))))))))))))),0.3959931562621345
A20A0EM29IJLSK,4.2,10,3,RC.np.non.lg.05,RC.np.non.lg,0,RC,NP,non,long,I spoke to the criminal who the detective heard that Lilly could identify.,(C-mat-decl (T-past (lv-tr (I) (speak (to (the (criminal (C-rel (T-past (lv-tr (the (detective)) (hear (that (could (lv-tr (D-e (Lilly)) (identify (who)))))))))))))))),0.5077852413928158
A20A0EM29IJLSK,4.2,23,2,RC.np.non.lg.01,RC.np.non.lg,-0.487210157,RC,NP,non,long,I know the boat captain who the fisherman heard that Laura is dating.,(C-mat-decl (T-pres (lv-tr (I) (know (the (boat_captain (C-rel (T-past (lv-tr (the (fisherman)) (hear (that (T-pres (Prog (lv-tr (D-e (Laura)) (date (who)))))))))))))))),0.4010392671734906
A233ONYNWKDIYF,4.1,17,1,RC.np.non.lg.04,RC.np.non.lg,-0.892900223,RC,NP,non,long,I believe the customer who the employee claimed that Amy insulted.,(C-mat-decl (T-pres (lv-tr (I) (believe (the (customer (C-rel (T-past (lv-tr (the (employee)) (claim (that (T-past (lv-tr (D-e (Amy)) (insult (who))))))))))))))),0.3121540485382142
A233ONYNWKDIYF,4.1,44,1,RC.np.non.lg.08,RC.np.non.lg,-0.892900223,RC,NP,non,long,I called teammate who the coach claimed that Dennis pushed.,(C-mat-decl (T-past (lv-tr (I) (call (the (teammate (C-rel (T-past (lv-tr (the (coach)) (claim (that (T-past (lv-tr (D-e (Dennis)) (push (who))))))))))))))),0.3121540485382142
A2GK8NS27GDFCZ,4.1,17,4,RC.np.non.lg.04,RC.np.non.lg,-0.234258131,RC,NP,non,long,I believe the customer who the employee claimed that Amy insulted.,(C-mat-decl (T-pres (lv-tr (I) (believe (the (customer (C-rel (T-past (lv-tr (the (employee)) (claim (that (T-past (lv-tr (D-e (Amy)) (insult (who))))))))))))))),0.45646013650097894
A2GK8NS27GDFCZ,4.1,44,2,RC.np.non.lg.08,RC.np.non.lg,-1.256475431,RC,NP,non,long,I called teammate who the coach claimed that Dennis pushed.,(C-mat-decl (T-past (lv-tr (I) (call (the (teammate (C-rel (T-past (lv-tr (the (coach)) (claim (that (T-past (lv-tr (D-e (Dennis)) (push (who))))))))))))))),0.23249604218849487
A2K9FAOBT66F3U,4.4,36,2,RC.np.non.lg.07,RC.np.non.lg,-0.934766227,RC,NP,non,long,I like the new doctor who the nurse recommended that Susan should see.,(C-mat-decl (T-pres (lv-tr (I) (like (the (new_doctor (C-rel (T-past (lv-tr (the (nurse)) (recommend (that (should (lv-tr (D-e (Susan)) (see (who))))))))))))))),0.3029813592593859
A2K9FAOBT66F3U,4.4,52,2,RC.np.non.lg.03,RC.np.non.lg,-0.934766227,RC,NP,non,long,I agree with the principal who the teacher recommended that Stan should talk to.,(C-mat-decl (T-pres (lv-tr (I) (agree (with (the (principal (C-rel (T-past (lv-tr (the (teacher)) (recommend (that (should (lv-tr (D-e (Stan)) (talk (to (who))))))))))))))))),0.3029813592593859
A2NRW37D7QPLRE,4.3,13,3,RC.np.non.lg.06,RC.np.non.lg,-0.268192156,RC,NP,non,long,I trust the stock broker who the accountant suggested that Ralph should contact.,(C-mat-decl (T-pres (lv-tr (I) (trust (the (stock_broker (C-rel (T-past (lv-tr (the (accountant)) (suggest (that (should (lv-tr (D-e (Ralph)) (contact (who))))))))))))))),0.44902531498553183
A2NRW37D7QPLRE,4.3,33,2,RC.np.non.lg.02,RC.np.non.lg,-0.697299605,RC,NP,non,long,I trust the waiter who the chef suggested that Rebecca should hire.,(C-mat-decl (T-pres (lv-tr (I) (trust (the (waiter (C-rel (T-past (lv-tr (the (chef)) (suggest (that (should (lv-tr (D-e (Rebecca)) (hire (who))))))))))))))),0.35500943286533543
A2OZTBCBOCHF9E,4.1,17,3,RC.np.non.lg.04,RC.np.non.lg,-0.075721815,RC,NP,non,long,I believe the customer who the employee claimed that Amy insulted.,(C-mat-decl (T-pres (lv-tr (I) (believe (the (customer (C-rel (T-past (lv-tr (the (employee)) (claim (that (T-past (lv-tr (D-e (Amy)) (insult (who))))))))))))))),0.4911948670016051
A2OZTBCBOCHF9E,4.1,44,1,RC.np.non.lg.08,RC.np.non.lg,-1.092557616,RC,NP,non,long,I called teammate who the coach claimed that Dennis pushed.,(C-mat-decl (T-past (lv-tr (I) (call (the (teammate (C-rel (T-past (lv-tr (the (coach)) (claim (that (T-past (lv-tr (D-e (Dennis)) (push (who))))))))))))))),0.2684098395563895
A2PCVB3ZVRHUNW,4.1,17,2,RC.np.non.lg.04,RC.np.non.lg,-0.557337215,RC,NP,non,long,I believe the customer who the employee claimed that Amy insulted.,(C-mat-decl (T-pres (lv-tr (I) (believe (the (customer (C-rel (T-past (lv-tr (the (employee)) (claim (that (T-past (lv-tr (D-e (Amy)) (insult (who))))))))))))))),0.3856746837020809
A2PCVB3ZVRHUNW,4.1,44,4,RC.np.non.lg.08,RC.np.non.lg,0.491768131,RC,NP,non,long,I called teammate who the coach claimed that Dennis pushed.,(C-mat-decl (T-past (lv-tr (I) (call (the (teammate (C-rel (T-past (lv-tr (the (coach)) (claim (that (T-past (lv-tr (D-e (Dennis)) (push (who))))))))))))))),0.6155298511457108
A2UBXHCHM2I6IL,4.3,13,5,RC.np.non.lg.06,RC.np.non.lg,0.63900965,RC,NP,non,long,I trust the stock broker who the accountant suggested that Ralph should contact.,(C-mat-decl (T-pres (lv-tr (I) (trust (the (stock_broker (C-rel (T-past (lv-tr (the (accountant)) (suggest (that (should (lv-tr (D-e (Ralph)) (contact (who))))))))))))))),0.6477899326841756
A2UBXHCHM2I6IL,4.3,33,4,RC.np.non.lg.02,RC.np.non.lg,0.091287093,RC,NP,non,long,I trust the waiter who the chef suggested that Rebecca should hire.,(C-mat-decl (T-pres (lv-tr (I) (trust (the (waiter (C-rel (T-past (lv-tr (the (chef)) (suggest (that (should (lv-tr (D-e (Rebecca)) (hire (who))))))))))))))),0.5277859116085952
A2V6SYSAA0PML1,4.3,13,6,RC.np.non.lg.06,RC.np.non.lg,0.632727052,RC,NP,non,long,I trust the stock broker who the accountant suggested that Ralph should contact.,(C-mat-decl (T-pres (lv-tr (I) (trust (the (stock_broker (C-rel (T-past (lv-tr (the (accountant)) (suggest (that (should (lv-tr (D-e (Ralph)) (contact (who))))))))))))))),0.6464134383018173
A2V6SYSAA0PML1,4.3,33,7,RC.np.non.lg.02,RC.np.non.lg,1.007676416,RC,NP,non,long,I trust the waiter who the chef suggested that Rebecca should hire.,(C-mat-decl (T-pres (lv-tr (I) (trust (the (waiter (C-rel (T-past (lv-tr (the (chef)) (suggest (that (should (lv-tr (D-e (Rebecca)) (hire (who))))))))))))))),0.7285634808821004
A2WWPL2YX6R0OU,4.1,17,3,RC.np.non.lg.04,RC.np.non.lg,-0.485386879,RC,NP,non,long,I believe the customer who the employee claimed that Amy insulted.,(C-mat-decl (T-pres (lv-tr (I) (believe (the (customer (C-rel (T-past (lv-tr (the (employee)) (claim (that (T-past (lv-tr (D-e (Amy)) (insult (who))))))))))))))),0.40143874075503716
A2WWPL2YX6R0OU,4.1,44,1,RC.np.non.lg.08,RC.np.non.lg,-1.302880569,RC,NP,non,long,I called teammate who the coach claimed that Dennis pushed.,(C-mat-decl (T-past (lv-tr (I) (call (the (teammate (C-rel (T-past (lv-tr (the (coach)) (claim (that (T-past (lv-tr (D-e (Dennis)) (push (who))))))))))))))),0.22232884515160667
A2Y0ZGI29KQBTB,4.4,36,5,RC.np.non.lg.07,RC.np.non.lg,0.093786799,RC,NP,non,long,I like the new doctor who the nurse recommended that Susan should see.,(C-mat-decl (T-pres (lv-tr (I) (like (the (new_doctor (C-rel (T-past (lv-tr (the (nurse)) (recommend (that (should (lv-tr (D-e (Susan)) (see (who))))))))))))))),0.5283335881058894
A2Y0ZGI29KQBTB,4.4,52,5,RC.np.non.lg.03,RC.np.non.lg,0.093786799,RC,NP,non,long,I agree with the principal who the teacher recommended that Stan should talk to.,(C-mat-decl (T-pres (lv-tr (I) (agree (with (the (principal (C-rel (T-past (lv-tr (the (teacher)) (recommend (that (should (lv-tr (D-e (Stan)) (talk (to (who))))))))))))))))),0.5283335881058894
A3209D1227UCYP,4.3,13,2,RC.np.non.lg.06,RC.np.non.lg,-0.810708862,RC,NP,non,long,I trust the stock broker who the accountant suggested that Ralph should contact.,(C-mat-decl (T-pres (lv-tr (I) (trust (the (stock_broker (C-rel (T-past (lv-tr (the (accountant)) (suggest (that (should (lv-tr (D-e (Ralph)) (contact (who))))))))))))))),0.3301618769389617
A3209D1227UCYP,4.3,33,3,RC.np.non.lg.02,RC.np.non.lg,-0.347446655,RC,NP,non,long,I trust the waiter who the chef suggested that Rebecca should hire.,(C-mat-decl (T-pres (lv-tr (I) (trust (the (waiter (C-rel (T-past (lv-tr (the (chef)) (suggest (that (should (lv-tr (D-e (Rebecca)) (hire (who))))))))))))))),0.4316609423724635
A35JKTPDAWB2NW,4.3,13,4,RC.np.non.lg.06,RC.np.non.lg,-0.02153695,RC,NP,non,long,I trust the stock broker who the accountant suggested that Ralph should contact.,(C-mat-decl (T-pres (lv-tr (I) (trust (the (stock_broker (C-rel (T-past (lv-tr (the (accountant)) (suggest (that (should (lv-tr (D-e (Ralph)) (contact (who))))))))))))))),0.5030665739421638
A35JKTPDAWB2NW,4.3,33,3,RC.np.non.lg.02,RC.np.non.lg,-0.538423742,RC,NP,non,long,I trust the waiter who the chef suggested that Rebecca should hire.,(C-mat-decl (T-pres (lv-tr (I) (trust (the (waiter (C-rel (T-past (lv-tr (the (chef)) (suggest (that (should (lv-tr (D-e (Rebecca)) (hire (who))))))))))))))),0.3898185568792895
A35Z1QH3JQEZG6,4.2,10,1,RC.np.non.lg.05,RC.np.non.lg,-1.165204855,RC,NP,non,long,I spoke to the criminal who the detective heard that Lilly could identify.,(C-mat-decl (T-past (lv-tr (I) (speak (to (the (criminal (C-rel (T-past (lv-tr (the (detective)) (hear (that (could (lv-tr (D-e (Lilly)) (identify (who)))))))))))))))),0.25249309358961936
A35Z1QH3JQEZG6,4.2,23,2,RC.np.non.lg.01,RC.np.non.lg,-0.70297483,RC,NP,non,long,I know the boat captain who the fisherman heard that Laura is dating.,(C-mat-decl (T-pres (lv-tr (I) (know (the (boat_captain (C-rel (T-past (lv-tr (the (fisherman)) (hear (that (T-pres (Prog (lv-tr (D-e (Laura)) (date (who)))))))))))))))),0.3537660116992638
A36SM7QM8OK3H6,4.3,13,5,RC.np.non.lg.06,RC.np.non.lg,0.614859809,RC,NP,non,long,I trust the stock broker who the accountant suggested that Ralph should contact.,(C-mat-decl (T-pres (lv-tr (I) (trust (the (stock_broker (C-rel (T-past (lv-tr (the (accountant)) (suggest (that (should (lv-tr (D-e (Ralph)) (contact (who))))))))))))))),0.6424987903141967
A36SM7QM8OK3H6,4.3,33,4,RC.np.non.lg.02,RC.np.non.lg,0.226527298,RC,NP,non,long,I trust the waiter who the chef suggested that Rebecca should hire.,(C-mat-decl (T-pres (lv-tr (I) (trust (the (waiter (C-rel (T-past (lv-tr (the (chef)) (suggest (that (should (lv-tr (D-e (Rebecca)) (hire (who))))))))))))))),0.5574165488786352
A3BDSG50MR6TCK,4.1,17,3,RC.np.non.lg.04,RC.np.non.lg,-0.716168154,RC,NP,non,long,I believe the customer who the employee claimed that Amy insulted.,(C-mat-decl (T-pres (lv-tr (I) (believe (the (customer (C-rel (T-past (lv-tr (the (employee)) (claim (that (T-past (lv-tr (D-e (Amy)) (insult (who))))))))))))))),0.35087540237321235
A3BDSG50MR6TCK,4.1,44,3,RC.np.non.lg.08,RC.np.non.lg,-0.716168154,RC,NP,non,long,I called teammate who the coach claimed that Dennis pushed.,(C-mat-decl (T-past (lv-tr (I) (call (the (teammate (C-rel (T-past (lv-tr (the (coach)) (claim (that (T-past (lv-tr (D-e (Dennis)) (push (who))))))))))))))),0.35087540237321235
A3E157ZN8XPUKJ,4.1,17,2,RC.np.non.lg.04,RC.np.non.lg,-0.594435066,RC,NP,non,long,I believe the customer who the employee claimed that Amy insulted.,(C-mat-decl (T-pres (lv-tr (I) (believe (the (customer (C-rel (T-past (lv-tr (the (employee)) (claim (that (T-past (lv-tr (D-e (Amy)) (insult (who))))))))))))))),0.37754667941164827
A3E157ZN8XPUKJ,4.1,44,1,RC.np.non.lg.08,RC.np.non.lg,-1.054642859,RC,NP,non,long,I called teammate who the coach claimed that Dennis pushed.,(C-mat-decl (T-past (lv-tr (I) (call (the (teammate (C-rel (T-past (lv-tr (the (coach)) (claim (that (T-past (lv-tr (D-e (Dennis)) (push (who))))))))))))))),0.27671682498168293
A3ER1TYH4WEDBH,4.2,10,5,RC.np.non.lg.05,RC.np.non.lg,0.280864506,RC,NP,non,long,I spoke to the criminal who the detective heard that Lilly could identify.,(C-mat-decl (T-past (lv-tr (I) (speak (to (the (criminal (C-rel (T-past (lv-tr (the (detective)) (hear (that (could (lv-tr (D-e (Lilly)) (identify (who)))))))))))))))),0.5693216336166739
A3ER1TYH4WEDBH,4.2,23,5,RC.np.non.lg.01,RC.np.non.lg,0.280864506,RC,NP,non,long,I know the boat captain who the fisherman heard that Laura is dating.,(C-mat-decl (T-pres (lv-tr (I) (know (the (boat_captain (C-rel (T-past (lv-tr (the (fisherman)) (hear (that (T-pres (Prog (lv-tr (D-e (Laura)) (date (who)))))))))))))))),0.5693216336166739
A3F1BJR3QXSQE3,4.4,36,7,RC.np.non.lg.07,RC.np.non.lg,1.053373833,RC,NP,non,long,I like the new doctor who the nurse recommended that Susan should see.,(C-mat-decl (T-pres (lv-tr (I) (like (the (new_doctor (C-rel (T-past (lv-tr (the (nurse)) (recommend (that (should (lv-tr (D-e (Susan)) (see (who))))))))))))))),0.7385756188207019
A3F1BJR3QXSQE3,4.4,52,6,RC.np.non.lg.03,RC.np.non.lg,0.532116678,RC,NP,non,long,I agree with the principal who the teacher recommended that Stan should talk to.,(C-mat-decl (T-pres (lv-tr (I) (agree (with (the (principal (C-rel (T-past (lv-tr (the (teacher)) (recommend (that (should (lv-tr (D-e (Stan)) (talk (to (who))))))))))))))))),0.6243700711123261
A3FWFXTCHEX9UM,4.3,13,5,RC.np.non.lg.06,RC.np.non.lg,-0.103144719,RC,NP,non,long,I trust the stock broker who the accountant suggested that Ralph should contact.,(C-mat-decl (T-pres (lv-tr (I) (trust (the (stock_broker (C-rel (T-past (lv-tr (the (accountant)) (suggest (that (should (lv-tr (D-e (Ralph)) (contact (who))))))))))))))),0.4851866084270553
A3FWFXTCHEX9UM,4.3,33,7,RC.np.non.lg.02,RC.np.non.lg,0.997065614,RC,NP,non,long,I trust the waiter who the chef suggested that Rebecca should hire.,(C-mat-decl (T-pres (lv-tr (I) (trust (the (waiter (C-rel (T-past (lv-tr (the (chef)) (suggest (that (should (lv-tr (D-e (Rebecca)) (hire (who))))))))))))))),0.7262386927378779
A3G9MSZVWB7W42,4.4,36,4,RC.np.non.lg.07,RC.np.non.lg,0.252719036,RC,NP,non,long,I like the new doctor who the nurse recommended that Susan should see.,(C-mat-decl (T-pres (lv-tr (I) (like (the (new_doctor (C-rel (T-past (lv-tr (the (nurse)) (recommend (that (should (lv-tr (D-e (Susan)) (see (who))))))))))))))),0.5631550634583041
A3G9MSZVWB7W42,4.4,52,1,RC.np.non.lg.03,RC.np.non.lg,-1.146955624,RC,NP,non,long,I agree with the principal who the teacher recommended that Stan should talk to.,(C-mat-decl (T-pres (lv-tr (I) (agree (with (the (principal (C-rel (T-past (lv-tr (the (teacher)) (recommend (that (should (lv-tr (D-e (Stan)) (talk (to (who))))))))))))))))),0.25649143375938005
A3I6HQOL7HCBGI,4.4,36,2,RC.np.non.lg.07,RC.np.non.lg,-0.639276563,RC,NP,non,long,I like the new doctor who the nurse recommended that Susan should see.,(C-mat-decl (T-pres (lv-tr (I) (like (the (new_doctor (C-rel (T-past (lv-tr (the (nurse)) (recommend (that (should (lv-tr (D-e (Susan)) (see (who))))))))))))))),0.36772207043347793
A3I6HQOL7HCBGI,4.4,52,2,RC.np.non.lg.03,RC.np.non.lg,-0.639276563,RC,NP,non,long,I agree with the principal who the teacher recommended that Stan should talk to.,(C-mat-decl (T-pres (lv-tr (I) (agree (with (the (principal (C-rel (T-past (lv-tr (the (teacher)) (recommend (that (should (lv-tr (D-e (Stan)) (talk (to (who))))))))))))))))),0.36772207043347793
A3LAJ2WEBJQ391,4.4,36,3,RC.np.non.lg.07,RC.np.non.lg,-0.323726152,RC,NP,non,long,I like the new doctor who the nurse recommended that Susan should see.,(C-mat-decl (T-pres (lv-tr (I) (like (the (new_doctor (C-rel (T-past (lv-tr (the (nurse)) (recommend (that (should (lv-tr (D-e (Susan)) (see (who))))))))))))))),0.4368580183474363
A3LAJ2WEBJQ391,4.4,52,1,RC.np.non.lg.03,RC.np.non.lg,-1.163664276,RC,NP,non,long,I agree with the principal who the teacher recommended that Stan should talk to.,(C-mat-decl (T-pres (lv-tr (I) (agree (with (the (principal (C-rel (T-past (lv-tr (the (teacher)) (recommend (that (should (lv-tr (D-e (Stan)) (talk (to (who))))))))))))))))),0.25283062884797575
A3MAIZOMVSHFZR,4.2,10,3,RC.np.non.lg.05,RC.np.non.lg,-0.773154381,RC,NP,non,long,I spoke to the criminal who the detective heard that Lilly could identify.,(C-mat-decl (T-past (lv-tr (I) (speak (to (the (criminal (C-rel (T-past (lv-tr (the (detective)) (hear (that (could (lv-tr (D-e (Lilly)) (identify (who)))))))))))))))),0.3383899272023846
A3MAIZOMVSHFZR,4.2,23,4,RC.np.non.lg.01,RC.np.non.lg,-0.303389694,RC,NP,non,long,I know the boat captain who the fisherman heard that Laura is dating.,(C-mat-decl (T-pres (lv-tr (I) (know (the (boat_captain (C-rel (T-past (lv-tr (the (fisherman)) (hear (that (T-pres (Prog (lv-tr (D-e (Laura)) (date (who)))))))))))))))),0.4413136623650966
A3Q0XAGQ7TD7MP,4.2,10,5,RC.np.non.lg.05,RC.np.non.lg,0.407382439,RC,NP,non,long,I spoke to the criminal who the detective heard that Lilly could identify.,(C-mat-decl (T-past (lv-tr (I) (speak (to (the (criminal (C-rel (T-past (lv-tr (the (detective)) (hear (that (could (lv-tr (D-e (Lilly)) (identify (who)))))))))))))))),0.5970412528000242
A3Q0XAGQ7TD7MP,4.2,23,5,RC.np.non.lg.01,RC.np.non.lg,0.407382439,RC,NP,non,long,I know the boat captain who the fisherman heard that Laura is dating.,(C-mat-decl (T-pres (lv-tr (I) (know (the (boat_captain (C-rel (T-past (lv-tr (the (fisherman)) (hear (that (T-pres (Prog (lv-tr (D-e (Laura)) (date (who)))))))))))))))),0.5970412528000242
A3QH1WW8XBIOC6,4.3,13,6,RC.np.non.lg.06,RC.np.non.lg,0.660182006,RC,NP,non,long,I trust the stock broker who the accountant suggested that Ralph should contact.,(C-mat-decl (T-pres (lv-tr (I) (trust (the (stock_broker (C-rel (T-past (lv-tr (the (accountant)) (suggest (that (should (lv-tr (D-e (Ralph)) (contact (who))))))))))))))),0.6524287189148542
