subject,survey,order,judgment,item,condition,zscores,dependency,island,structure,distance,sent,tree,score
A32YLOYZB8WIAR,3.4,44,1,RC.adj.non.lg.07,RC.adj.non.lg,-1.193507102,RC,ADJ,non,long,I interviewed the executive who the employee thought that the office manager was blackmailing.,(C-mat-decl (T-past (lv-tr (I) (interview (the (executive (C-rel (T-past (lv-tr (the (employee)) (think (that (T-past (Prog (lv-tr (the (office_manager)) (blackmail (who)))))))))))))))),0.23850587002093412
A36SM7QM8OK3H6,3.2,18,5,RC.adj.non.lg.01,RC.adj.non.lg,0.398143081,RC,ADJ,non,long,I called the client who the secretary thought that the lawyer insulted.,(C-mat-decl (T-past (lv-tr (I) (call (the (secretary (C-rel (T-past (lv-tr (the (secretary)) (think (that (T-past (lv-tr (the (lawyer)) (insult (who))))))))))))))),0.57620602101221
A36SM7QM8OK3H6,3.2,30,1,RC.adj.non.lg.05,RC.adj.non.lg,-1.161927767,RC,ADJ,non,long,I served the child who the other customer believed that the young couple played with at the restaurant.,(C-mat-decl (T-past (lv-tr (I) (serve (the (child (C-rel (T-past (lv-tr (the (other_customer)) (believe (that (T-past (lv-tr (the (young_couple)) (play (with (who)) (at (the (restaurant))))))))))))))))),0.2452060522039334
A38E9ET5TC41WD,3.4,36,4,RC.adj.non.lg.03,RC.adj.non.lg,0.105330877,RC,ADJ,non,long,I talked to the famous actor who the news reporter claims that the tourists photographed.,(C-mat-decl (T-past (lv-tr (I) (talk (to (the (famous_actor (C-rel (T-pres (lv-tr (the (news_reporter)) (claim (that (T-past (lv-tr (the (tourists)) (photograph (who)))))))))))))))),0.514080105054653
A38E9ET5TC41WD,3.4,44,4,RC.adj.non.lg.07,RC.adj.non.lg,0.105330877,RC,ADJ,non,long,I interviewed the executive who the employee thought that the office manager was blackmailing.,(C-mat-decl (T-past (lv-tr (I) (interview (the (executive (C-rel (T-past (lv-tr (the (employee)) (think (that (T-past (Prog (lv-tr (the (office_manager)) (blackmail (who)))))))))))))))),0.514080105054653
A38QM2WVQ7O9MF,3.2,18,7,RC.adj.non.lg.01,RC.adj.non.lg,0.916459429,RC,ADJ,non,long,I called the client who the secretary thought that the lawyer insulted.,(C-mat-decl (T-past (lv-tr (I) (call (the (secretary (C-rel (T-past (lv-tr (the (secretary)) (think (that (T-past (lv-tr (the (lawyer)) (insult (who))))))))))))))),0.68617711318457
A38QM2WVQ7O9MF,3.2,30,2,RC.adj.non.lg.05,RC.adj.non.lg,-1.047382204,RC,ADJ,non,long,I served the child who the other customer believed that the young couple played with at the restaurant.,(C-mat-decl (T-past (lv-tr (I) (serve (the (child (C-rel (T-past (lv-tr (the (other_customer)) (believe (that (T-past (lv-tr (the (young_couple)) (play (with (who)) (at (the (restaurant))))))))))))))))),0.2695091649944408
A3B6TW0WPGVR21,3.3,18,6,RC.adj.non.lg.02,RC.adj.non.lg,0.671186359,RC,ADJ,non,long,I sympathize with the parents who the reverand believes that the bride and groom neglected to thank.,(C-mat-decl (T-pres (lv-tr (I) (sympathize (with (the (parents (C-rel (T-pres (lv-tr (the (reverand)) (believe (that (T-past (lv-tr (the (bride_and_groom)) (neglect (to-inf (lv-tr (PRO) (thank (who))))))))))))))))))),0.6341375672731844
A3B6TW0WPGVR21,3.3,34,6,RC.adj.non.lg.06,RC.adj.non.lg,0.671186359,RC,ADJ,non,long,I spoke with the college president who the professor claims that the students publicly criticized.,(C-mat-decl (T-past (lv-tr (I) (speak (with (the (college_president (C-rel (T-pres (lv-tr (the (professor)) (claim (that (T-past (lv-tr (the (students)) (criticize (publicly) (who)))))))))))))))),0.6341375672731844
A3IA77UHAVA83X,3.2,18,5,RC.adj.non.lg.01,RC.adj.non.lg,-0.125306978,RC,ADJ,non,long,I called the client who the secretary thought that the lawyer insulted.,(C-mat-decl (T-past (lv-tr (I) (call (the (secretary (C-rel (T-past (lv-tr (the (secretary)) (think (that (T-past (lv-tr (the (lawyer)) (insult (who))))))))))))))),0.4651457102424708
A3IA77UHAVA83X,3.2,30,4,RC.adj.non.lg.05,RC.adj.non.lg,-0.726780474,RC,ADJ,non,long,I served the child who the other customer believed that the young couple played with at the restaurant.,(C-mat-decl (T-past (lv-tr (I) (serve (the (child (C-rel (T-past (lv-tr (the (other_customer)) (believe (that (T-past (lv-tr (the (young_couple)) (play (with (who)) (at (the (restaurant))))))))))))))))),0.33753117999838983
A3O81LHBBI8NPK,3.2,18,2,RC.adj.non.lg.01,RC.adj.non.lg,-1.112731793,RC,ADJ,non,long,I called the client who the secretary thought that the lawyer insulted.,(C-mat-decl (T-past (lv-tr (I) (call (the (secretary (C-rel (T-past (lv-tr (the (secretary)) (think (that (T-past (lv-tr (the (lawyer)) (insult (who))))))))))))))),0.2556439537135787
A3O81LHBBI8NPK,3.2,30,6,RC.adj.non.lg.05,RC.adj.non.lg,0.794808424,RC,ADJ,non,long,I served the child who the other customer believed that the young couple played with at the restaurant.,(C-mat-decl (T-past (lv-tr (I) (serve (the (child (C-rel (T-past (lv-tr (the (other_customer)) (believe (that (T-past (lv-tr (the (young_couple)) (play (with (who)) (at (the (restaurant))))))))))))))))),0.660366439962827
A3Q0XAGQ7TD7MP,3.3,18,6,RC.adj.non.lg.02,RC.adj.non.lg,0.979413811,RC,ADJ,non,long,I sympathize with the parents who the reverand believes that the bride and groom neglected to thank.,(C-mat-decl (T-pres (lv-tr (I) (sympathize (with (the (parents (C-rel (T-pres (lv-tr (the (reverand)) (believe (that (T-past (lv-tr (the (bride_and_groom)) (neglect (to-inf (lv-tr (PRO) (thank (who))))))))))))))))))),0.6995341338000494
A3Q0XAGQ7TD7MP,3.3,34,5,RC.adj.non.lg.06,RC.adj.non.lg,0.518513194,RC,ADJ,non,long,I spoke with the college president who the professor claims that the students publicly criticized.,(C-mat-decl (T-past (lv-tr (I) (speak (with (the (college_president (C-rel (T-pres (lv-tr (the (professor)) (claim (that (T-past (lv-tr (the (students)) (criticize (publicly) (who)))))))))))))))),0.6017449275942582
A3QXS3HZUA974I,3.1,11,3,RC.adj.non.lg.08,RC.adj.non.lg,-0.604300613,RC,ADJ,non,long,I emailed the congressman who the teacher said that her students were writing letters to.,(C-mat-decl (T-past (lv-tr (I) (email (the (congressman (C-rel (T-past (lv-tr (the (teacher)) (say (that (T-past (Prog (lv-tr (her (students)) (write-dobj-pobj (D-e (letters)) (to (who))))))))))))))))),0.3635177114579162
A3QXS3HZUA974I,3.1,38,2,RC.adj.non.lg.04,RC.adj.non.lg,-1.104411466,RC,ADJ,non,long,I met the famous artist who the parents thought that the child prodigy imitated.,(C-mat-decl (T-past (lv-tr (I) (meet (the (famous_artist (C-rel (T-past (lv-tr (the (parents)) (think (that (T-past (lv-tr (the (child_prodigy)) (imitate (who))))))))))))))),0.2574092760904472
A3UMKT8RU5J7DJ,3.1,11,3,RC.adj.non.lg.08,RC.adj.non.lg,-0.640985989,RC,ADJ,non,long,I emailed the congressman who the teacher said that her students were writing letters to.,(C-mat-decl (T-past (lv-tr (I) (email (the (congressman (C-rel (T-past (lv-tr (the (teacher)) (say (that (T-past (Prog (lv-tr (her (students)) (write-dobj-pobj (D-e (letters)) (to (who))))))))))))))))),0.35573418141677293
A3UMKT8RU5J7DJ,3.1,38,4,RC.adj.non.lg.04,RC.adj.non.lg,-0.101208314,RC,ADJ,non,long,I met the famous artist who the parents thought that the child prodigy imitated.,(C-mat-decl (T-past (lv-tr (I) (meet (the (famous_artist (C-rel (T-past (lv-tr (the (parents)) (think (that (T-past (lv-tr (the (child_prodigy)) (imitate (who))))))))))))))),0.47025871972056416
A416CQ0FIDNFT,3.1,11,6,RC.adj.non.lg.08,RC.adj.non.lg,0.930289068,RC,ADJ,non,long,I emailed the congressman who the teacher said that her students were writing letters to.,(C-mat-decl (T-past (lv-tr (I) (email (the (congressman (C-rel (T-past (lv-tr (the (teacher)) (say (that (T-past (Prog (lv-tr (her (students)) (write-dobj-pobj (D-e (letters)) (to (who))))))))))))))))),0.6891113453596652
A416CQ0FIDNFT,3.1,38,1,RC.adj.non.lg.04,RC.adj.non.lg,-1.04554612,RC,ADJ,non,long,I met the famous artist who the parents thought that the child prodigy imitated.,(C-mat-decl (T-past (lv-tr (I) (meet (the (famous_artist (C-rel (T-past (lv-tr (the (parents)) (think (that (T-past (lv-tr (the (child_prodigy)) (imitate (who))))))))))))))),0.2698987266271759
A6C4QNQZ1QTUG,3.4,36,6,RC.adj.non.lg.03,RC.adj.non.lg,0.714304222,RC,ADJ,non,long,I talked to the famous actor who the news reporter claims that the tourists photographed.,(C-mat-decl (T-past (lv-tr (I) (talk (to (the (famous_actor (C-rel (T-pres (lv-tr (the (news_reporter)) (claim (that (T-past (lv-tr (the (tourists)) (photograph (who)))))))))))))))),0.6432858769966666
A6C4QNQZ1QTUG,3.4,44,4,RC.adj.non.lg.07,RC.adj.non.lg,-0.13227856,RC,ADJ,non,long,I interviewed the executive who the employee thought that the office manager was blackmailing.,(C-mat-decl (T-past (lv-tr (I) (interview (the (executive (C-rel (T-past (lv-tr (the (employee)) (think (that (T-past (Prog (lv-tr (the (office_manager)) (blackmail (who)))))))))))))))),0.46366655086486774
A6IVYRP8FAIS,3.4,36,5,RC.adj.non.lg.03,RC.adj.non.lg,0.595148138,RC,ADJ,non,long,I talked to the famous actor who the news reporter claims that the tourists photographed.,(C-mat-decl (T-past (lv-tr (I) (talk (to (the (famous_actor (C-rel (T-pres (lv-tr (the (news_reporter)) (claim (that (T-past (lv-tr (the (tourists)) (photograph (who)))))))))))))))),0.6180045507428756
A6IVYRP8FAIS,3.4,44,5,RC.adj.non.lg.07,RC.adj.non.lg,0.595148138,RC,ADJ,non,long,I interviewed the executive who the employee thought that the office manager was blackmailing.,(C-mat-decl (T-past (lv-tr (I) (interview (the (executive (C-rel (T-past (lv-tr (the (employee)) (think (that (T-past (Prog (lv-tr (the (office_manager)) (blackmail (who)))))))))))))))),0.6180045507428756
A80VSGAD9H8VE,3.4,36,6,RC.adj.non.lg.03,RC.adj.non.lg,0.777413236,RC,ADJ,non,long,I talked to the famous actor who the news reporter claims that the tourists photographed.,(C-mat-decl (T-past (lv-tr (I) (talk (to (the (famous_actor (C-rel (T-pres (lv-tr (the (news_reporter)) (claim (that (T-past (lv-tr (the (tourists)) (photograph (who)))))))))))))))),0.6566757058575166
A80VSGAD9H8VE,3.4,44,7,RC.adj.non.lg.07,RC.adj.non.lg,1.154340866,RC,ADJ,non,long,I interviewed the executive who the employee thought that the office manager was blackmailing.,(C-mat-decl (T-past (lv-tr (I) (interview (the (executive (C-rel (T-past (lv-tr (the (employee)) (think (that (T-past (Prog (lv-tr (the (office_manager)) (blackmail (who)))))))))))))))),0.7366483775684988
ABQES53HKWCT6,3.2,18,7,RC.adj.non.lg.01,RC.adj.non.lg,0.869377114,RC,ADJ,non,long,I called the client who the secretary thought that the lawyer insulted.,(C-mat-decl (T-past (lv-tr (I) (call (the (secretary (C-rel (T-past (lv-tr (the (secretary)) (think (that (T-past (lv-tr (the (lawyer)) (insult (who))))))))))))))),0.6761876663486136
ABQES53HKWCT6,3.2,30,7,RC.adj.non.lg.05,RC.adj.non.lg,0.869377114,RC,ADJ,non,long,I served the child who the other customer believed that the young couple played with at the restaurant.,(C-mat-decl (T-past (lv-tr (I) (serve (the (child (C-rel (T-past (lv-tr (the (other_customer)) (believe (that (T-past (lv-tr (the (young_couple)) (play (with (who)) (at (the (restaurant))))))))))))))))),0.6761876663486136
AC8VAHNQWM5NR,3.3,18,2,RC.adj.non.lg.02,RC.adj.non.lg,-1.198926688,RC,ADJ,non,long,I sympathize with the parents who the reverand believes that the bride and groom neglected to thank.,(C-mat-decl (T-pres (lv-tr (I) (sympathize (with (the (parents (C-rel (T-pres (lv-tr (the (reverand)) (believe (that (T-past (lv-tr (the (bride_and_groom)) (neglect (to-inf (lv-tr (PRO) (thank (who))))))))))))))))))),0.23735599737300053
AC8VAHNQWM5NR,3.3,34,3,RC.adj.non.lg.06,RC.adj.non.lg,-0.661090417,RC,ADJ,non,long,I spoke with the college president who the professor claims that the students publicly criticized.,(C-mat-decl (T-past (lv-tr (I) (speak (with (the (college_president (C-rel (T-pres (lv-tr (the (professor)) (claim (that (T-past (lv-tr (the (students)) (criticize (publicly) (who)))))))))))))))),0.3514686283174125
ACOKFBC75D5OR,3.4,36,6,RC.adj.non.lg.03,RC.adj.non.lg,0.729484302,RC,ADJ,non,long,I talked to the famous actor who the news reporter claims that the tourists photographed.,(C-mat-decl (T-past (lv-tr (I) (talk (to (the (famous_actor (C-rel (T-pres (lv-tr (the (news_reporter)) (claim (that (T-past (lv-tr (the (tourists)) (photograph (who)))))))))))))))),0.6465066320110614
ACOKFBC75D5OR,3.4,44,5,RC.adj.non.lg.07,RC.adj.non.lg,0.256305295,RC,ADJ,non,long,I interviewed the executive who the employee thought that the office manager was blackmailing.,(C-mat-decl (T-past (lv-tr (I) (interview (the (executive (C-rel (T-past (lv-tr (the (employee)) (think (that (T-past (Prog (lv-tr (the (office_manager)) (blackmail (who)))))))))))))))),0.5461123218689805
ADGWHP22G76ZI,3.4,36,1,RC.adj.non.lg.03,RC.adj.non.lg,-1.164031672,RC,ADJ,non,long,I talked to the famous actor who the news reporter claims that the tourists photographed.,(C-mat-decl (T-past (lv-tr (I) (talk (to (the (famous_actor (C-rel (T-pres (lv-tr (the (news_reporter)) (claim (that (T-past (lv-tr (the (tourists)) (photograph (who)))))))))))))))),0.24475966703478014
ADGWHP22G76ZI,3.4,44,6,RC.adj.non.lg.07,RC.adj.non.lg,0.877367156,RC,ADJ,non,long,I interviewed the executive who the employee thought that the office manager was blackmailing.,(C-mat-decl (T-past (lv-tr (I) (interview (the (executive (C-rel (T-past (lv-tr (the (employee)) (think (that (T-past (Prog (lv-tr (the (office_manager)) (blackmail (who)))))))))))))))),0.6778829122127148
ADQKTG5B8ZW1G,3.4,36,4,RC.adj.non.lg.03,RC.adj.non.lg,0.116164465,RC,ADJ,non,long,I talked to the famous actor who the news reporter claims that the tourists photographed.,(C-mat-decl (T-past (lv-tr (I) (talk (to (the (famous_actor (C-rel (T-pres (lv-tr (the (news_reporter)) (claim (that (T-past (lv-tr (the (tourists)) (photograph (who)))))))))))))))),0.5163786655941816
ADQKTG5B8ZW1G,3.4,44,4,RC.adj.non.lg.07,RC.adj.non.lg,0.116164465,RC,ADJ,non,long,I interviewed the executive who the employee thought that the office manager was blackmailing.,(C-mat-decl (T-past (lv-tr (I) (interview (the (executive (C-rel (T-past (lv-tr (the (employee)) (think (that (T-past (Prog (lv-tr (the (office_manager)) (blackmail (who)))))))))))))))),0.5163786655941816
AHV4U78TUUDKI,3.4,36,3,RC.adj.non.lg.03,RC.adj.non.lg,-0.114698693,RC,ADJ,non,long,I talked to the famous actor who the news reporter claims that the tourists photographed.,(C-mat-decl (T-past (lv-tr (I) (talk (to (the (famous_actor (C-rel (T-pres (lv-tr (the (news_reporter)) (claim (that (T-past (lv-tr (the (tourists)) (photograph (who)))))))))))))))),0.4673964682824732
AHV4U78TUUDKI,3.4,44,3,RC.adj.non.lg.07,RC.adj.non.lg,-0.114698693,RC,ADJ,non,long,I interviewed the executive who the employee thought that the office manager was blackmailing.,(C-mat-decl (T-past (lv-tr (I) (interview (the (executive (C-rel (T-past (lv-tr (the (employee)) (think (that (T-past (Prog (lv-tr (the (office_manager)) (blackmail (who)))))))))))))))),0.4673964682824732
AMN2BRHBYE4G1,3.3,18,6,RC.adj.non.lg.02,RC.adj.non.lg,0.501596529,RC,ADJ,non,long,I sympathize with the parents who the reverand believes that the bride and groom neglected to thank.,(C-mat-decl (T-pres (lv-tr (I) (sympathize (with (the (parents (C-rel (T-pres (lv-tr (the (reverand)) (believe (that (T-past (lv-tr (the (bride_and_groom)) (neglect (to-inf (lv-tr (PRO) (thank (who))))))))))))))))))),0.5981557216331838
AMN2BRHBYE4G1,3.3,34,6,RC.adj.non.lg.06,RC.adj.non.lg,0.501596529,RC,ADJ,non,long,I spoke with the college president who the professor claims that the students publicly criticized.,(C-mat-decl (T-past (lv-tr (I) (speak (with (the (college_president (C-rel (T-pres (lv-tr (the (professor)) (claim (that (T-past (lv-tr (the (students)) (criticize (publicly) (who)))))))))))))))),0.5981557216331838
AP2SSDSD7WRSG,3.2,18,4,RC.adj.non.lg.01,RC.adj.non.lg,-0.253897678,RC,ADJ,non,long,I called the client who the secretary thought that the lawyer insulted.,(C-mat-decl (T-past (lv-tr (I) (call (the (secretary (C-rel (T-past (lv-tr (the (secretary)) (think (that (T-past (lv-tr (the (lawyer)) (insult (who))))))))))))))),0.4378626431025389
AP2SSDSD7WRSG,3.2,30,1,RC.adj.non.lg.05,RC.adj.non.lg,-1.660100199,RC,ADJ,non,long,I served the child who the other customer believed that the young couple played with at the restaurant.,(C-mat-decl (T-past (lv-tr (I) (serve (the (child (C-rel (T-past (lv-tr (the (other_customer)) (believe (that (T-past (lv-tr (the (young_couple)) (play (with (who)) (at (the (restaurant))))))))))))))))),0.13950889129323654
APGX2WZ59OWDN,3.2,18,5,RC.adj.non.lg.01,RC.adj.non.lg,0.587052114,RC,ADJ,non,long,I called the client who the secretary thought that the lawyer insulted.,(C-mat-decl (T-past (lv-tr (I) (call (the (secretary (C-rel (T-past (lv-tr (the (secretary)) (think (that (T-past (lv-tr (the (lawyer)) (insult (who))))))))))))))),0.6162868186957019
APGX2WZ59OWDN,3.2,30,3,RC.adj.non.lg.05,RC.adj.non.lg,-0.229716044,RC,ADJ,non,long,I served the child who the other customer believed that the young couple played with at the restaurant.,(C-mat-decl (T-past (lv-tr (I) (serve (the (child (C-rel (T-past (lv-tr (the (other_customer)) (believe (that (T-past (lv-tr (the (young_couple)) (play (with (who)) (at (the (restaurant))))))))))))))))),0.4429932563115444
AQTC0A8TDXPXM,3.2,18,7,RC.adj.non.lg.01,RC.adj.non.lg,1.164123444,RC,ADJ,non,long,I called the client who the secretary thought that the lawyer insulted.,(C-mat-decl (T-past (lv-tr (I) (call (the (secretary (C-rel (T-past (lv-tr (the (secretary)) (think (that (T-past (lv-tr (the (lawyer)) (insult (who))))))))))))))),0.7387239454935168
AQTC0A8TDXPXM,3.2,30,1,RC.adj.non.lg.05,RC.adj.non.lg,-0.867801112,RC,ADJ,non,long,I served the child who the other customer believed that the young couple played with at the restaurant.,(C-mat-decl (T-past (lv-tr (I) (serve (the (child (C-rel (T-past (lv-tr (the (other_customer)) (believe (that (T-past (lv-tr (the (young_couple)) (play (with (who)) (at (the (restaurant))))))))))))))))),0.3076108550085575
ARXVG4J18XJFE,3.3,18,1,RC.adj.non.lg.02,RC.adj.non.lg,-1.081382739,RC,ADJ,non,long,I sympathize with the parents who the reverand believes that the bride and groom neglected to thank.,(C-mat-decl (T-pres (lv-tr (I) (sympathize (with (the (parents (C-rel (T-pres (lv-tr (the (reverand)) (believe (that (T-past (lv-tr (the (bride_and_groom)) (neglect (to-inf (lv-tr (PRO) (thank (who))))))))))))))))))),0.26229527721563095
ARXVG4J18XJFE,3.3,34,4,RC.adj.non.lg.06,RC.adj.non.lg,0.023008143000000002,RC,ADJ,non,long,I spoke with the college president who the professor claims that the students publicly criticized.,(C-mat-decl (T-past (lv-tr (I) (speak (with (the (college_president (C-rel (T-pres (lv-tr (the (professor)) (claim (that (T-past (lv-tr (the (students)) (criticize (publicly) (who)))))))))))))))),0.4966137044606384
AVU660SAWIUO0,3.2,18,4,RC.adj.non.lg.01,RC.adj.non.lg,-0.216246824,RC,ADJ,non,long,I called the client who the secretary thought that the lawyer insulted.,(C-mat-decl (T-past (lv-tr (I) (call (the (secretary (C-rel (T-past (lv-tr (the (secretary)) (think (that (T-past (lv-tr (the (lawyer)) (insult (who))))))))))))))),0.44585101844817254
AVU660SAWIUO0,3.2,30,4,RC.adj.non.lg.05,RC.adj.non.lg,-0.216246824,RC,ADJ,non,long,I served the child who the other customer believed that the young couple played with at the restaurant.,(C-mat-decl (T-past (lv-tr (I) (serve (the (child (C-rel (T-past (lv-tr (the (other_customer)) (believe (that (T-past (lv-tr (the (young_couple)) (play (with (who)) (at (the (restaurant))))))))))))))))),0.44585101844817254
AXOR2N1EAFVYF,3.2,18,3,RC.adj.non.lg.01,RC.adj.non.lg,-0.211176963,RC,ADJ,non,long,I called the client who the secretary thought that the lawyer insulted.,(C-mat-decl (T-past (lv-tr (I) (call (the (secretary (C-rel (T-past (lv-tr (the (secretary)) (think (that (T-past (lv-tr (the (lawyer)) (insult (who))))))))))))))),0.4469266900018162
AXOR2N1EAFVYF,3.2,30,2,RC.adj.non.lg.05,RC.adj.non.lg,-0.651894102,RC,ADJ,non,long,I served the child who the other customer believed that the young couple played with at the restaurant.,(C-mat-decl (T-past (lv-tr (I) (serve (the (child (C-rel (T-past (lv-tr (the (other_customer)) (believe (that (T-past (lv-tr (the (young_couple)) (play (with (who)) (at (the (restaurant))))))))))))))))),0.35341980892055846
A1159C6RKPZURE,3.3,14,7,RC.adj.non.sh.07,RC.adj.non.sh,1.691616195,RC,ADJ,non,short,I interviewed the employee who thought that the office manager was blackmailing an executive.,(C-mat-decl (T-past (lv-tr (I) (interview (the (employee (C-rel (T-past (lv-tr (who) (think (that (T-past (Prog (lv-tr (the (office_manager)) (blackmail (an (executive))))))))))))))))),0.8506419935433399
A1159C6RKPZURE,3.3,50,4,RC.adj.non.sh.03,RC.adj.non.sh,-0.226436813,RC,ADJ,non,short,I talked to the news reporter who claims that the tourists photographed the famous actor.,(C-mat-decl (T-past (lv-tr (I) (talk (to (the (news_reporter (C-rel (T-pres (lv-tr (who) (claim (that (T-past (lv-tr (the (tourists)) (photograph (the (famous_actor))))))))))))))))),0.4436890101999698
A13E3C65NKK51I,3.3,14,5,RC.adj.non.sh.07,RC.adj.non.sh,-0.086455507,RC,ADJ,non,short,I interviewed the employee who thought that the office manager was blackmailing an executive.,(C-mat-decl (T-past (lv-tr (I) (interview (the (employee (C-rel (T-past (lv-tr (who) (think (that (T-past (Prog (lv-tr (the (office_manager)) (blackmail (an (executive))))))))))))))))),0.47338882029458274
A13E3C65NKK51I,3.3,50,6,RC.adj.non.sh.03,RC.adj.non.sh,0.951010578,RC,ADJ,non,short,I talked to the news reporter who claims that the tourists photographed the famous actor.,(C-mat-decl (T-past (lv-tr (I) (talk (to (the (news_reporter (C-rel (T-pres (lv-tr (who) (claim (that (T-past (lv-tr (the (tourists)) (photograph (the (famous_actor))))))))))))))))),0.6935078246429319
A1650FELH3UL2F,3.1,14,1,RC.adj.non.sh.01,RC.adj.non.sh,-1.149142081,RC,ADJ,non,short,I called the secretary who thought that the lawyer insulted the client.,(C-mat-decl (T-past (lv-tr (I) (call (the (secretary (C-rel (T-past (lv-tr (who) (think (that (T-past (lv-tr (the (lawyer)) (insult (the (client)))))))))))))))),0.2479187890470184
A1650FELH3UL2F,3.1,53,1,RC.adj.non.sh.05,RC.adj.non.sh,-1.149142081,RC,ADJ,non,short,I served the customer who believes that the young couple played with their child at the restaurant.,(C-mat-decl (T-past (lv-tr (I) (serve (the (customer (C-rel (T-pres (lv-tr (who) (believe (that (T-past (lv-tr (the (young_couple)) (play (with (the (child))) (at (the (restaurant))))))))))))))))),0.2479187890470184
A18ACKRAVMM8D8,3.3,14,7,RC.adj.non.sh.07,RC.adj.non.sh,1.33139887,RC,ADJ,non,short,I interviewed the employee who thought that the office manager was blackmailing an executive.,(C-mat-decl (T-past (lv-tr (I) (interview (the (employee (C-rel (T-past (lv-tr (who) (think (that (T-past (Prog (lv-tr (the (office_manager)) (blackmail (an (executive))))))))))))))))),0.7742147444270221
A18ACKRAVMM8D8,3.3,50,6,RC.adj.non.sh.03,RC.adj.non.sh,0.919094703,RC,ADJ,non,short,I talked to the news reporter who claims that the tourists photographed the famous actor.,(C-mat-decl (T-past (lv-tr (I) (talk (to (the (news_reporter (C-rel (T-pres (lv-tr (who) (claim (that (T-past (lv-tr (the (tourists)) (photograph (the (famous_actor))))))))))))))))),0.6867362388248699
A19P3BIPW6UMQ9,3.4,10,6,RC.adj.non.sh.08,RC.adj.non.sh,1.739632088,RC,ADJ,non,short,I emailed the teacher who said that her students were writing letters to their congressman.,(C-mat-decl (T-past (lv-tr (I) (email (the (teacher (C-rel (T-past (lv-tr (who) (say (that (T-past (Prog (lv-tr (her (students)) (write-dobj-pobj (D-e (letters)) (to (their (congressman)))))))))))))))))),0.8608295174661645
A19P3BIPW6UMQ9,3.4,23,5,RC.adj.non.sh.04,RC.adj.non.sh,1.097306394,RC,ADJ,non,short,I met the parents who thought that the child prodigy imitated the famous artist.,(C-mat-decl (T-past (lv-tr (I) (meet (the (parents (C-rel (T-past (lv-tr (who) (think (that (T-past (lv-tr (the (child_prodigy)) (imitate (the (famous_artist)))))))))))))))),0.7245473832596836
A1A7O3TW2O0TPM,3.3,14,6,RC.adj.non.sh.07,RC.adj.non.sh,1.01687198,RC,ADJ,non,short,I interviewed the employee who thought that the office manager was blackmailing an executive.,(C-mat-decl (T-past (lv-tr (I) (interview (the (employee (C-rel (T-past (lv-tr (who) (think (that (T-past (Prog (lv-tr (the (office_manager)) (blackmail (an (executive))))))))))))))))),0.7074816272017177
A1A7O3TW2O0TPM,3.3,50,6,RC.adj.non.sh.03,RC.adj.non.sh,1.01687198,RC,ADJ,non,short,I talked to the news reporter who claims that the tourists photographed the famous actor.,(C-mat-decl (T-past (lv-tr (I) (talk (to (the (news_reporter (C-rel (T-pres (lv-tr (who) (claim (that (T-past (lv-tr (the (tourists)) (photograph (the (famous_actor))))))))))))))))),0.7074816272017177
A1D6R2BC4CW1L3,3.1,14,3,RC.adj.non.sh.01,RC.adj.non.sh,-0.305315055,RC,ADJ,non,short,I called the secretary who thought that the lawyer insulted the client.,(C-mat-decl (T-past (lv-tr (I) (call (the (secretary (C-rel (T-past (lv-tr (who) (think (that (T-past (lv-tr (the (lawyer)) (insult (the (client)))))))))))))))),0.42695342689288934
A1D6R2BC4CW1L3,3.1,53,2,RC.adj.non.sh.05,RC.adj.non.sh,-0.749409681,RC,ADJ,non,short,I served the customer who believes that the young couple played with their child at the restaurant.,(C-mat-decl (T-past (lv-tr (I) (serve (the (customer (C-rel (T-pres (lv-tr (who) (believe (that (T-past (lv-tr (the (young_couple)) (play (with (the (child))) (at (the (restaurant))))))))))))))))),0.3327299449642511
A1EWQ6YCM8CO0E,3.1,14,4,RC.adj.non.sh.01,RC.adj.non.sh,0.150642401,RC,ADJ,non,short,I called the secretary who thought that the lawyer insulted the client.,(C-mat-decl (T-past (lv-tr (I) (call (the (secretary (C-rel (T-past (lv-tr (who) (think (that (T-past (lv-tr (the (lawyer)) (insult (the (client)))))))))))))))),0.5236938434626764
A1EWQ6YCM8CO0E,3.1,53,3,RC.adj.non.sh.05,RC.adj.non.sh,-0.251070669,RC,ADJ,non,short,I served the customer who believes that the young couple played with their child at the restaurant.,(C-mat-decl (T-past (lv-tr (I) (serve (the (customer (C-rel (T-pres (lv-tr (who) (believe (that (T-past (lv-tr (the (young_couple)) (play (with (the (child))) (at (the (restaurant))))))))))))))))),0.4384624491254643
A1NK6UXWXKFMC7,3.3,14,7,RC.adj.non.sh.07,RC.adj.non.sh,1.016349858,RC,ADJ,non,short,I interviewed the employee who thought that the office manager was blackmailing an executive.,(C-mat-decl (T-past (lv-tr (I) (interview (the (employee (C-rel (T-past (lv-tr (who) (think (that (T-past (Prog (lv-tr (the (office_manager)) (blackmail (an (executive))))))))))))))))),0.7073708486650021
A1NK6UXWXKFMC7,3.3,50,6,RC.adj.non.sh.03,RC.adj.non.sh,0.508174929,RC,ADJ,non,short,I talked to the news reporter who claims that the tourists photographed the famous actor.,(C-mat-decl (T-past (lv-tr (I) (talk (to (the (news_reporter (C-rel (T-pres (lv-tr (who) (claim (that (T-past (lv-tr (the (tourists)) (photograph (the (famous_actor))))))))))))))))),0.5995514596521332
